,	，
qbed	彅
qbqj	弾
qbt	獪
qdv	黙
qdv	默
qee	弖
qer	尭
qerw	遶
qf	黙
qfad	黙
qfjd	黷
qfnm	疂
qfy	塁
qho	猪
qiv	甲
qjct	獺
qlk	畩
qnf	鴫
qnm	畳
qq	疊
qqqm	畳
qrd	猟
qs	猟
qsnq	猟
qsos	猟
qsqj	彈
qsrq	猟
qti	甼
qtn	菓
qtoo	彁
qui	撃
qvs	彌
qvst	獺
qy	弓
qypd	猪
qyv	弓
rakp	蘢
rb	賢
rbp	蒼
rbt	薈
rbuh	聰
rbwp	薩
rcda	靱
rcdf	鞨
rcdn	靱
rce	鞆
rceb	鞆
rcff	鞐
rcnb	靹
rctb	鞆
rcua	靫
rdnc	艶
rdnf	葛
rdnl	艶
rdo	蒼
rdx	勧
rdy	勧
rea	蕁
rec	菫
refl	蓜
rej	菷
renn	菷
rh	聴
rha	蒔
rhnl	蘒
rhnx	蘒
ridf	藹
rin	歓
rkj	聴
rkjh	聴
rlby	蓙
rlo	蕗
rlq	蒿
rmr	観
rnc	蛍
rnd	労
rnez	聢
rnf	鵈
rnfl	苞
rni	凧
rnj	凧
rnnf	鴬
rnoo	営
rnt	栄
rnu	荢
rokb	茣
rolf	煕
roo	荅
rood	勧
rooi	歓
roor	観
rox	苺
rpca	莵
rpca	菟
rpoh	聡
rqd	薈
rqer	蕘
rr	蔵
rsbh	祥
rsbj	禪
rsdu	蘰
rseq	福
rsi	神
rsii	神
rsl	礼
rsm	蘰
rsna	藥
rsnn	蔕
rssj	禅
rssj	禪
rtn	凩
rud	﨟
rudf	﨟
rudl	﨟
ruu	萠
rvoj	莓
rvox	莓
rwn	萢
rwnl	萢
rwpt	薬
rx	尓
rxcs	飃
rxr	苅
rze	凪
saca	縛
saeu	絵
saf	綫
saqg	縅
sb	続
sbbe	繊
sbk	犠
sbkd	躾
sbki	犠
sbqd	絵
sbx	犠
sdah	綛
sebh	擧
sebq	挙
seh	綉
sesi	経
sfd	綟
sgj	糾
sh	総
sia	軈
sisp	変
sjae	繊
slip	嚴
slph	軈
slpv	軅
slu	絋
slxb	纐
slxt	纐
smiz	縦
sml	毟
snc	蛍
snnf	鴬
snnf	鶯
snon	幤
snoo	営
snor	黨
snov	営
snt	栄
snx	縄
snx	繩
so	丗
sov	営
spa	総
spoh	総
sq	彎
sqed	獣
sqeo	獸
sqil	縄
sqj	單
sqjb	鄲
sqjq	戦
sqjq	戰
sqql	縄
sr	覚
srq	鼡
srsb	賛
srx	繖
sut	繧
sv	帯
sv	帶
sw	継
swh	纃
swh	緕
swr	纃
swr	緕
swwl	継
syd	緒
syfb	続
sym	続
synr	続
taeu	桧
taf	桟
taob	検
taqq	桟
tb	検
tbn	杁
tbnd	椦
tbp	杁
tbpt	檪
tcf	樮
tcj	桝
tcs	桝
tdd	椙
tddd	橸
teh	欅
teh	﨔
tei	杣
ten	杤
teq	欅
teq	椽
tfa	梼
tfb	椣
tfmb	槇
tfn	栃
tfp	枦
tgn	柧
tie	杢
tjb	槇
tjj	枠
tjmb	槇
tjn	柿
tkj	枠
tkx	桟
tlen	栃
tlpa	椨
tlql	槞
tlv	栃
tmbg	桜
tmi	椚
tmov	櫚
tmy	椚
tnbb	両
tne	槝
tnfl	枹
tnn	杦
tnp	榁
toa	検
toka	椢
tom	栂
tov	梠
tpa	樸
tpdc	梍
tpdf	梍
tpdt	檪
tpdw	楾
tpr	椡
tre	権
trmr	欖
trmr	欟
trn	檪
trob	椣
trov	権
trpa	﨓
trpf	椛
trrj	樺
trsi	榊
truy	樫
trz	機
tseh	﨔
tseq	櫞
tsg	桜
ttf	梺
tu	様
tubd	橳
tue	樰
tux	権
tvoj	梅
tvox	梅
tvxv	権
tvy	杤
tw	様
tw	隸
twn	逓
txj	枡
tydo	橲
tye	杢
tyoo	橲
tzb	櫤
tzbr	櫤
uaa	対
udx	勧
udy	勧
ufa	雫
ufd	霻
ufdf	鰛
ufdf	鰮
uffb	鯲
ufhr	鯏
uflo	鮖
uflw	鱇
ufof	鰮
ufpb	鮗
ufpt	鮴
ufqb	鰯
ufqm	鰯
ufri	鰰
ufrn	鰤
uft	鯒
uftq	鯒
ufum	鯵
ufxn	鯑
ufyf	鮱
ufyo	鱚
ufzr	鯱
uidb	靄
uidf	靄
uin	歓
uk	脈
umr	観
unbi	膽
unfk	褜
unfl	胞
unfl	雹
unlk	褜
unok	褜
unvf	靏
uoka	膕
uqpr	貎
urar	臓
urdb	臈
urdf	臈
urod	霻
usi	脳
uso	脳
uspo	脳
usrq	臘
uswu	脳
usxu	脳
uue	膤
uuue	疉
uvnf	靍
ux	才
vaxx	髪
va.	ヷ
vb	頼
vdnf	褐
veh	襷
vej	亊
veq	襷
ve.	ヹ
vff	裃
vi.	ヸ
vjeg	褄
vjg	褄
vm	毎
vmii	裄
vmit	裄
vnbk	嚢
vnfl	袍
vnfl	髱
vnok	嚢
vns	袮
vo	竒
voj	毎
vojp	敏
vojs	繁
vojs	毓
voxp	敏
voxs	繁
voxs	毓
vo.	ヺ
vsa	尓
vsdb	頼
vsqj	褝
vsqj	襌
vtnb	裲
vvs	袮
vxvi	歓
vxvr	観
wab	郷
wacp	瀲
wadb	郷
wasp	瀲
wbd	瓰
wber	渕
wbgr	渕
wbw	﨤
wcn	沢
wddq	澑
wdnl	渇
wdud	響
wduo	嚮
wdux	饗
wdv	渓
wedo	嚮
wedq	澑
wel	瓲
weqn	渓
wewd	渓
wf	盪
wfd	涙
wfl	溌
wfx	溌
wfy	沢
wfyg	沢
wg	漑
wgr	渕
wgy	涅
wjcr	溂
wjj	瓧
wjk	溌
wjqu	溌
wkj	淬
wlmb	顔
wlmt	顔
wlq	甅
wmbf	濺
wml	瓱
wnfl	泡
wnob	渙
wpdt	楽
wri	斉
wrnb	満
wrov	潅
wrr	剤
wtd	瓸
wuq	沢
wvb	瀨
wve	潅
wvoj	海
wvox	海
wvoy	塰
wvsr	溂
wvu	﨎
wvxv	潅
wwn	逧
wwr	済
wye	汢
wyfb	涜
wym	涜
wynr	涜
wzbb	渋
wzf	渋
xa	専
xb	隣
xbho	膳
xdf	饂
xeo	飼
xfuc	鬯
xgn	瓠
xh	餘
xin	飮
xiv	弑
xlu	飯
xmb	貭
xnb	舘
xnb	館
xnfl	飽
xnfl	匏
xobf	饂
xpmo	嚮
xs	緑
xyeo	飼
ya	壽
ybbo	﨏
ybga	執
ybgw	逹
ybgx	執
ybhw	逹
ybk	垪
ybn	圦
ybp	圦
ycbk	塀
ydjk	壌
yea	埓
yeff	壗
yei	圸
yf	塩
yfa	圷
yff	垰
yfmb	売
yfou	赧
yfv	塩
yjfk	壞
ylfk	壊
yljk	壌
yljk	壤
yln	壌
ylok	壌
ylqy	壥
yma	売
ymd	墹
ymii	垳
ymit	垳
ymym	羽
ynd	壱
yneq	塚
yneu	殻
ynex	塚
ynfl	垉
ynl	垉
ynol	垉
yonb	堝
ypab	都
ypar	覩
ypdb	都
ypf	塩
yqi	堺
yrb	垬
yrh	墸
yrl	尭
yrpf	埖
yryd	墸
ysv	末
yua	埓
ywn	逹
ywo	﨏
yyyr	尭
yzd	﨣
yznv	疋
zak	箋
zaor	箚
zfka	筺
zfp	舮
zfvb	籏
zgi	篏
zjae	籖
zka	笂
zlkk	簔
zlrk	簔
zmup	齢
zmut	齢
znbi	簷
znm	簓
znym	簓
zoaq	戦
zov	筥
zoxb	鹸
zoxc	鹸
zoxo	鹸
zpr	処
zq	戯
zs	歳
zsl	笹
zsqj	箪
zuap	齢
zuat	齢
zue	艝
zvek	虧
zwdt	簗
zy	壑
zza	笂
zzj	笂
zzx	笂
,a	丶
,aa	丶
,co	襾
,de	壱
,dr	弐
,e	―
,ee	艸
,ee	―
,ee	─
,ei	
,ex	屮
,ff	■
,ff	◆
,g	
,gts	
,gv	
,ii	亅
,ii	￤
,ii	丨
,l	
,lp	厂
,m	
,m	
,o	
,oo	囗
,oo	■
,pp	丿
,s	〜
,sa	
,sa	
,tss	
,x	
,xx	乂
,zk	卍
,zz	卍
,.	・
,.	
,.	丶
,.e.	÷
,..	
,[v	
.	・
.	．
.v	・
